recipe_name,flavors,rating,success
Grapefruit–Poppy Seed Loaf Cake with Yogurt Glaze ,vanilla,4,0.1
Dark Chocolate Semifreddo ,chocolate vanilla,2,0.1
Banana-Pecan Ice Cream Bread ,banana pecan,1,0
3-Ingredient Hazelnut Cookies ,hazelnut,4,0.1
Creamsicle Macaroons ,coconut coconut honey orange orange vanilla,1.5,0.33
Pizzarelle (Honey-Soaked Matzo Fritters) ,raisin orange honey,0,0
Chocolate “Creme Egg” Tart ,chocolate vanilla chocolate chocolate,3,0.75
3-Ingredient Microwave Caramel Sauce ,,3,0.7
Blood Orange–Chia Pudding ,orange honey orange pistachio,3.5,0.1
Gluten-Free Lemon Bars ,lemon lemon,2.5,0.5
Maple Syrup Candies ,maple,0,0
Fudgy Gluten-Free Cream Cheese Brownies ,vanilla cocoa coffee chocolate vanilla,3.5,0.1
Prosecco and Raspberry Jelly ,raspberry,0,0
Passion Fruit “Crumble” ,raspberry coconut vanilla maple apple cashew coconut mint,0,0
Our Favorite Chocolate Chip Cookies ,vanilla chocolate,2.5,0.7
Chocolate-Raspberry Soufflé ,pistachio chocolate raspberry,3.5,0.95
3-Ingredient Homemade Fortune Cookies ,,1,0.1
Amaro-Spiked Mocha With Caramelized Brioche ,chocolate chocolate cocoa,0,0
Strawberries With Balsamic Toffee ,strawberry vanilla basil,4,0.1
Salted Chocolate Caramel Tart ,cocoa vanilla chocolate,3,0.6
Coconut and Passionfruit Cream Pie ,coconut coconut passionfruit passionfruit,0,0
Coeur à la Crème with Roasted Strawberry Sauce ,vanilla lemon strawberry brandy vanilla pepper lemon lemon,3.5,0.1
Homemade Hot Chocolate Mix ,cocoa chocolate vanilla cocoa,3.5,0.1
Lavender Marcona Almonds ,lavender almond,4,0.1
French Spiced Bread ,almond orange apricot plum honey cinnamon anise,3,0.83
Sunshine Cake ,almond almond,3.5,0.95
Triple-Ginger Cream Sandwiches ,ginger ginger pepper cinnamon nutmeg clove ginger,3,0.92
Monkey Bread ,vanilla lemon cinnamon,0,0
Rustic Lemon Tart (Torta Della Nonna al Limone) With Pine Nut Lace Cookies ,lemon lemon lemon lemon lemon,3,0.1
Chocolate-Chestnut Mousse ,chestnut vanilla chocolate brandy,3.5,0.1
"Chocolate, Cinnamon, and Hazelnut Thumbprints ",hazelnut cocoa cinnamon vanilla chocolate,3.5,0.93
Apple and Persimmon Tarte Tatin ,vanilla brandy apple,4,0.1
Chocolate Mousse ,vanilla cocoa chocolate chocolate date ricotta chocolate,0,0
Bittersweet Ganache ,chocolate cocoa vanilla,1,0.1
Cocoa Syrup ,cocoa almond,0,0
Bûche de Noël ,cocoa vanilla vanilla cocoa vanilla cocoa mascarpone cocoa chocolate,2,0.93
Mascarpone Filling ,mascarpone,2,0
Chocolate-Nut Rugelach ,cocoa vanilla walnut,2,0.1
Spiced Brown Butter Linzer Cookies ,cardamom clove pepper lemon vanilla,3,0.75
Danish Salted-Butter Cookies ,vanilla,3,0.1
Upside-Down Blood Orange–Polenta Cake ,orange vanilla cardamom,3,0.1
Black and White Sesame Seed Cookies ,lemon,0,0
Ombre Rainbow Cookies ,almond raspberry apricot,4,0.1
Apple Fritters with Spiced Sugar ,cinnamon pepper cardamom apple,4,0.1
Pistachio Cardamom Butter Cookies ,cardamom pistachio chocolate pistachio,3.5,0.1
Deep-Dish Maple-Bourbon Cream Pie ,pecan cinnamon apple maple cinnamon vanilla,3,0.95
Caramelized-Honey Nut and Seed Tart ,honey vanilla almond pumpkin,4,0.1
Pumpkin Icebox Pie With Snickerdoodle Crust ,cinnamon vanilla pumpkin maple ginger nutmeg cinnamon brandy,3,0.1
Layered Apple Pie With Phyllo Crust ,cinnamon lemon apple,4,0.1
Cranberry-Pear Crumble ,pear orange ginger cardamom pepper cranberry oat vanilla almond,0,0.1
Apple-Almond Turnover ,apple apple vanilla almond vanilla,3,0.1
Nutty Chocolate Toffee Bark ,vanilla chocolate pistachio,0,0
Pomegranate Sorbet Parfait ,pomegranate lime pistachio honey,0,0
Pumpkin-Caramel Tart With Toasted-Hazelnut Crust ,hazelnut pumpkin ginger cinnamon,3.5,0.1
Salted Caramel Chocolate Brownie ,caramel vanilla chocolate,2,0.87
"Chocolate, Pecan, and Pumpkin Seed Pie With Gingersnap Crust ",pecan pecan pumpkin chocolate,2.5,0.1
Molten Peanut Butter and Chocolate Fondant Cakes ,chocolate peanut cocoa,2,0.75
Coffee Doughnuts with Coffee Glaze ,coffee coffee,3.5,0.1
Chai Doughnuts with Spiced Sugar ,cinnamon cardamom ginger nutmeg cinnamon cardamom ginger nutmeg chai,3,0.1
Chocolate Chunk Share Cookie ,vanilla cocoa chocolate chocolate caramel,4,0.1
Apple Cider Doughnuts with Cider-Caramel Glaze ,apple apple,0,0.1
Chocolate Swirl Tiramisu ,mascarpone vanilla chocolate coffee,0,0
Sautéed Pineapple with Rum Sauce ,pineapple walnut rum,3.5,0.83
Date Nut Cookie Pies ,date pecan walnut honey orange cardamom clove,4,0.1
Apple Jack Stack Cake ,apple apple brandy apple vanilla apple,4,0.1
Whole Wheat-Apple Crisp ,apple oat cinnamon vanilla,2.5,0.5
Spiced Chai Bundt Cake ,chai pumpkin vanilla,2.5,0.8
Double Ginger Sticky Toffee Pudding ,date ginger ginger,3.5,0.1
Milk Pudding with Rose Water Caramel and Figs ,honey cinnamon rose fig,0,0
Vegan Chocolate Tart With Salted Oat Crust ,oat coconut cocoa cinnamon cocoa chocolate vanilla coconut oat,4,0.1
"Caramel Popcorn, Salted Almond, and Malt Cookies ",vanilla caramel almond chocolate,0,0.1
Buttery Cayenne Pecans ,garlic pepper pecan,4,0.1
Chamomile Panna Cotta With Quince ,chamomile lemon vanilla lemon chamomile vanilla,0,0
D.I.Y. Apple Mille-Feuille ,apple apple vanilla maple brandy,4,0.1
Spiced Pear Upside-Down Cake ,orange pomegranate pear walnut cardamom orange,3.5,0.91
Classic Lemon Cheesecake ,ricotta lemon lemon vanilla,4,0.1
Food Processor Carrot Cake ,carrot pecan cinnamon vanilla ricotta lemon vanilla,4,0.1
Dark Chocolate Pretzel Cake ,chocolate pretzel,3,0.1
Chocolate Plum Cake ,plum chocolate cocoa,3.5,0.65
Sorghum-Bourbon Pecan Pie ,pecan vanilla pecan,3,0.1
Bourbon Balls ,vanilla pecan chocolate cinnamon vanilla pecan cinnamon,4,0.1
Vegan Pumpkin Pie ,pumpkin nutmeg cinnamon clove vanilla,0,0
Green Tea Cheesecake ,lemon matcha,1.5,0.33
"Flourless Apple, Almond, and Ginger Cake ",apple clove raisin almond almond ginger maple apple almond,3,0.63
Pan Cake ,cocoa coffee vanilla,0,0.5
Spiced Honey Cake With Cream Cheese Frosting ,cinnamon ginger nutmeg honey vanilla orange lemon vanilla coconut fennel,3,0.8
Black Grape Compote ,anise grape lemon,0,0
Dark-Chocolate Mousse ,chocolate cocoa,4,0.5
Mochi-Covered Strawberries ,strawberry,0,0
Matcha Doughnuts ,matcha matcha matcha,0,0
Orange Chiffon Cake ,orange orange vanilla orange orange,3.5,0.89
Apple and Peach Compote ,apple peach cardamom cinnamon ginger apple lemon,2.5,0.1
Strawberry Shortcake Ice Cream Bars ,strawberry strawberry,0,0
Ice Cream Tacos With Chocolate and Peanuts ,maple chocolate coconut peanut,1,0.4
Chocolate-Dipped Ice Cream Cones With Peanuts ,chocolate coconut vanilla peanut,0,0
No-Churn Salted Caramel Ice Cream ,,3.5,0.87
Homemade Yellow Cake ,vanilla,1.5,0.55
Homemade Yellow Cake Mix ,,2.5,0.6
"Homemade Dump Cake With Peaches, Blueberries, and Pecans ",peach blueberry vanilla cinnamon pecan,3,0.67
3-Ingredient Japanese Cheesecake ,chocolate,3.5,0.82
Almond Tart with Stone Fruit and Lime Meringue ,vanilla vanilla almond chocolate almond lime lime cherry,0,0
Apple Crumble with Calvados and Créme Fraîche Ice Cream ,nutmeg apple vanilla cinnamon brandy vanilla,3,0.1
Mr. and Mrs. Miscellaneous Basil-Chip Ice Cream ,basil chocolate,1,0
Plum Clafoutis ,plum vanilla,4,0.89
Mint Chip Ice Cream ,mint chocolate,4,0.1
Banana Split Ice Cream Cake ,chocolate coconut banana vanilla cherry peanut,4,0.1
Graham Cracker Chocolate Dipped Ice Cream Sandwiches ,graham chocolate,0,0
Raspberry Cheesecake Jars ,raspberry lemon raspberry graham,4,0.1
Strawberry-Cucumber Salad with Lemon Cream ,strawberry cucumber cardamom lemon pistachio pepper,4,0.1
Peaches and Crema Paleta Pops ,peach cinnamon vanilla lemon,0,0.1
Lime Cornmeal Bars with Blueberry Glaze ,lime lime blueberry,4,0.9
Jordan Marsh-Inspired Blueberry Muffins ,vanilla blueberry,3.5,0.92
Caramel Corn Blondies ,vanilla peanut peanut,2.5,0.5
Pink Lemonade Bars ,lemon raspberry lemon pomegranate,2.5,0.33
Earl Grey Tea Ice Cream ,earl,3.5,0.1
"Lime, Ginger, and Lemongrass Sorbet ",lemongrass ginger lime,3,0.1
Whiskeyed Peach Shortcakes ,peach lemon whiskey vanilla,3.5,0.1
Dark Chocolate Avocado Brownies ,coconut cocoa avocado coconut vanilla apple chocolate,3,0.71
Peach-Blackberry Camp Cake ,peach vanilla blackberry almond,3,0.1
Blueberry Streusel Cake ,cinnamon vanilla blueberry,3,0.53
Plum-Blackberry Streusel Pie ,plum blackberry lemon oat,4,0.1
Yogurt-Peach Semifreddo ,peach lemon mint,3.5,0.65
Roasted Peaches with Ricotta Buttercream and Breadcrumbs ,honey peach ricotta,1,0
Blueberry-Pecan Galette ,pecan cinnamon blueberry lemon,3.5,0.92
Lime and Grapefruit Daiquiri Ice Pops ,lime rum,0,0
Iron-Skillet Peach Crisp ,pecan peach lemon,3.5,0.75
Pavlovas with Fresh Berries ,vanilla pistachio blackberry,0,0.1
Salted and Spiced Melon ,lemon pepper,0,0
Sorbet in Grapefruit Cups ,,0,0
S'mores Sandwich Cookies ,cinnamon honey vanilla chocolate marshmallow,3,0.6
Pistachio-Cream Sandwich Cookies ,pistachio vanilla pistachio vanilla,4,0.1
Our Favorite Key Lime Pie ,graham cinnamon lime lemon,3.5,0.73
Nana's Brownies ,walnut cocoa chocolate vanilla chocolate rum cocoa vanilla walnut,4,0.1
"Apricot, Cherry, and Graham Cracker Crumble ",apricot cherry vanilla graham almond,3,0.1
The Easiest Peach-Raspberry Pie with Press-In Crust ,cinnamon apple peach raspberry vanilla,3,0.56
Grilled Maple-Butter Apricots with Vanilla Ice Cream ,maple vanilla apricot vanilla,0,0
"Cherry, Pistachio & Coconut Cake ",almond pistachio coconut cherry pistachio,4,0.1
Quinoa PB&J, Cookies ,2.5,0.33
Chocolate Cherry Cola Cake ,cola vanilla cherry vanilla marshmallow cherry,4,0.1
Old-Fashioned Crumb Cake ,lemon vanilla cinnamon vanilla,3,0.7
Apricot Pandowdy ,apricot,3.5,0.1
Coconut Cream Pie with Macaroon Press-In Crust ,coconut chocolate lime coconut almond coconut chocolate lime,3.5,0.6
Strawberry-Almond Cornmeal Cake ,almond strawberry almond strawberry,3.5,0.9
Rhubarb Galettes With Hazelnut Frangipane ,hazelnut vanilla rhubarb orange orange,4,0.1
Malted Chocolate Cake ,cocoa vanilla coffee chocolate vanilla chocolate,3,0.63
Carrot-Walnut Loaf Cake ,cinnamon raisin walnut vanilla carrot,4,0.1
Rhubarb-Pistachio Bundt Cake With Rose Glaze ,lemon rose vanilla pistachio rhubarb rose vanilla rose pistachio,4,0.62
Sweet and Sour Strawberry Semifreddo with Black Sesame ,strawberry,4,0.1
Whole-Egg Lemon Buttercream ,vanilla lemon,3,0.33
Whole-Egg Molasses Buttercream ,vanilla,1.5,0
Lemon Coconut Mousse ,coconut honey lemon,3,0.5
Strawberry and Cranberry Popsicles ,cranberry strawberry,0,0
"Raspberry, Whiskey & Oat Cheesecake ",oat honey vanilla whiskey raspberry,0,0
Chocolate Molten Lava Cakes ,chocolate cocoa,2.5,0.1
"Coconut Tapioca With Pineapple, Mango, And Lime ",coconut vanilla pineapple apple vanilla mango lime,0,0
Breakfast Cookies ,oat coconut cinnamon date coconut maple vanilla,3.5,0.8
Coffee Coffee Coffee Cake ,chocolate pecan coffee cinnamon cardamom coffee vanilla coffee,2.5,0.82
Dream Bars ,chocolate vanilla,3.5,0.86
Pecan Praline Thumbprints ,pecan vanilla maple vanilla pecan,0,0
Absinthe's Golden Yogurt Cake ,orange vanilla honey vanilla,4,0.8
Hibiscus Pavlova with Lemon-Hibiscus Cream ,hibiscus hibiscus lemon,4,0.6
Maple Chocolate Cake ,cocoa maple vanilla,4,0.1
Black-and-White Pancake Cake ,chocolate mascarpone maple vanilla chocolate,0,0
Berry and Ricotta Slice ,ricotta lemon vanilla,3,0.45
Blood Orange-Curd Sundaes with Olive Oil and Sea Salt ,vanilla orange orange lemon vanilla,3,0.1
Our Favorite Banana Bread ,banana vanilla walnut,3.5,0.83
Miso Doughnuts ,,0,0
Fresh Pineapple Upside-Down Cake ,pineapple vanilla,3.5,0.88
Fudgy Double-Chocolate Brownies ,chocolate cocoa,4,0.1
Macaroon Matzo Crunch ,coconut almond vanilla chocolate,3,0.8
Coconut Milk Custard with Strawberry-Rhubarb Compote ,coconut vanilla rhubarb strawberry pistachio,3,0.62
Flourless Pistachio Cake with Strawberry Meringue ,pistachio vanilla cardamom strawberry almond,3.5,0.56
Vanilla Bean Tarte Tatin ,apple vanilla apple,4,0.1
Raspberry-Ricotta Cake ,ricotta vanilla blackberry,4,0.97
Beet Panna Cotta and Meyer Lemon Mousse ,honey vanilla lemon lemon,4,0.1
Puffles (Stuffed Puff-Pastry Waffles) ,almond maple chocolate marshmallow,2.5,0.5
Two-Ingredient Truffles ,chocolate curry coconut orange pistachio strawberry pepper caramel peanut,3.5,0.75
Seeded Buckwheat Cookies ,pecan vanilla,1,0
Caramelized-Honey Brûlée ,honey vanilla,3,0.67
Marbled Mint-Chocolate Pudding ,chocolate mint chocolate chocolate,3,0.1
Gooey Brown Butter Blondies with Pecans ,vanilla pecan vanilla vanilla,3.5,0.96
Chocolate-Tahini Truffles ,chocolate tahini,0,0
All-Butter Pie Dough ,apple,4,0.1
Tapioca Pearl Pudding ,nutmeg,3,0.75
Daniel Boulud's Madeleines ,honey orange,4,0.1
Sticky and Sweet Popcorn ,walnut cranberry,4,0.1
Pear Pistachio Crisp ,pear cinnamon lemon oat pistachio,4,0.1
Very Berry Muffins ,oat vanilla,3.5,0.67
"Oat Shortcakes with Sautéed Apples, Cinnamon, and Whipped Cream ",oat apple lemon cinnamon ginger,0,0
Corn Flour Shortcakes with Blackberries and Whipped Cream ,blackberry lemon,3,0.1
Easy Crepes ,vanilla,4,0.1
Protein Bars ,cashew almond chocolate date oat vanilla honey,2.5,0.67
Gluten-Free Vegan Oatmeal Raisin Cookies ,oat cinnamon vanilla raisin,3,0.5
Chocolate Chip Cookie Cake ,vanilla chocolate,4,0.1
Buckwheat Shortcakes with Earl-Grey Apricot Compote and Whipped Cream ,apricot earl vanilla honey,0,0
Banana Oatmeal Chocolate Chip Cookies ,banana oat date cinnamon raisin,1,0
Apple Butter Turnovers ,honey apple,0,0
Chocolate Banana Bites ,banana chocolate cashew,0,0.1
Pear and Walnut Upside-Down Cake with Whipped Crème Fraîche ,pear walnut vanilla,3.5,0.6
Apple Applesauce Muffins ,cinnamon honey vanilla apple,2.5,0.5
Fruity Lemonade Ice Pops ,lemon honey blueberry,0,0
Pineapple Galette ,pineapple cinnamon vanilla,3,0.1
Oat and Pistachio Sandies ,oat pistachio,3,0.5
Cinnamon-Date Buns ,date orange cinnamon honey cinnamon,4,0.1
Pecan Monkey Bread ,vanilla pecan cinnamon raisin,4,0.1
Chocolate-Rye Crumb Cake ,cocoa cocoa vanilla,3.5,0.1
All-in-One Sugar Cookie Dough ,vanilla,3,0.83
Gluten-Free Pie Crust ,,3,0.1
Chocolate Fudge with Bourbon Sugar ,vanilla chocolate chocolate vanilla,3.5,0.86
Blood Orange and Coconut Marshmallows ,orange coconut,2.5,0.5
Almond-Barley Porridge with Fruit ,cherry almond vanilla chocolate,4,0.1
Matcha-White Chocolate Sugar Cookies ,matcha honey lemon chocolate,3,0.8
"Chocolate-Cinnamon ""Babkallah"" ",vanilla chocolate cinnamon,2,0.1
Saffron-Pear Lollipops ,ginger saffron vanilla pear,2,0
Cashew Nut Nog ,cashew hazelnut orange cinnamon anise clove coconut vanilla rum nutmeg,0,0
Golden Cashew-Curry Brittle ,cashew curry,3.5,0.1
Chocolate Cream Pie ,hazelnut cocoa chocolate vanilla coconut,3.5,0.1
Coconut Milk Whipped Cream ,coconut vanilla,1.5,0.5
Torta di Ricotta e Polenta ,honey lemon vanilla almond ricotta almond,1,0.29
"Apple, Pear, and Cranberry Coffee Cake ",oat cinnamon apple apple pear orange,0,0
Buckwheat Sablés ,oat,4,0
Buckwheat Linzer Cookies ,oat blackberry,3,0.1
Black Bottom Oatmeal Pie ,oat chocolate ginger vanilla,4,0.1
Our Favorite Pie Dough ,apple,3.5,0.86
Spiced Kabocha Squash Pie With Pumpkin-Seed Crumble ,vanilla ginger cinnamon nutmeg cinnamon pumpkin,4,0.1
Brown-Butter Pecan Pie with Rum and Espresso ,pecan vanilla rum,4,0.6
Maple-Pear Sheet Tart ,pear maple,3.5,0.1
The Ischler ,almond vanilla apricot lemon brandy chocolate,0,0
Raspberry Cream Cheese Brownies ,chocolate vanilla raspberry raspberry,3.5,0.82
Meyer Lemon Bars ,lemon lemon,3.5,0.75
Spiced Sweet Potato Bundt Cake ,cinnamon allspice nutmeg ginger chocolate,2.5,0.3
Melty Chocolate-Truffle Cookies ,cocoa chocolate vanilla,3.5,0.87
Candy Cane-Chocolate Cookies ,chocolate vanilla chocolate,2.5,0.5
Classic Sugar Cookies ,vanilla,4,0.1
Mummy Sandwich Cookies with White and Dark Chocolate ,chocolate chocolate vanilla,3,0.5
Basic Tart Dough ,,4,0.1
Salted-Butter Apple Galette with Maple Whipped Cream ,vanilla apple maple,3.5,0.91
Chocolate-Caramel Pecan Tart ,pecan chocolate,2,0.25
Spiced Vanilla Custards with Sweet Potato Streusel ,cinnamon anise vanilla cinnamon,0,0
Caramel-Apple Caramels ,apple vanilla cinnamon nutmeg allspice,4,0.1
Meringue Roulade with Rose Petals and Fresh Raspberries ,vanilla mascarpone rose raspberry rose pistachio,4,0.1
Pineapple Coconut Meringue Torte ,pineapple coconut,3,0.57
Frozen Dark And Stormy Soufflés ,rum ginger lime lime,0,0
Bitter Orange Ice Cream ,orange,3,0
Ginger-Curry Sugar Cookies ,vanilla ginger curry ginger,3.5,0.1
Roasted White Chocolate Panna Cotta ,chocolate,0,0
Piña Colada Pastry Cream ,pineapple coconut rum,4,0.1
Crunchy Meringue Cookies ,,3,0.1
Apple and Honey Financier Tart ,almond honey vanilla apple honey honey,0,0
Orange Olive Oil Pound Cake ,brandy orange lemon orange orange,4,0.91
Crunchy Chocolate Chunk Cookies ,vanilla chocolate chocolate,2,0
Double Chocolate Chunk Walnut Cookies ,avocado vanilla cocoa chocolate walnut,4,0.1
Bourbon-Brown Butter Pecan Pie ,honey vanilla nutmeg cinnamon pecan,3.5,0.1
Boozy Fudge Sauce ,cocoa chocolate rum,2,0
Salted Sesame Caramel ,tahini,0,0.1
Halvah Mille-Feuilles ,date tahini date raspberry,3,0.1
Apple Brownies ,cinnamon walnut apple,3.5,0.57
Chocolate Fudge Layer Cake ,vanilla cocoa chocolate vanilla,3,0.43
Upside-Down Fruit Cake ,almond almond plum,2,0.5
Key Lime Chia Cheesecake ,graham coconut honey lime vanilla honey lime,3,0.1
Our Favorite Apple Pie ,apple apple cinnamon nutmeg lemon,3.5,0.89
Lattice-Topped Strawberry-Rhubarb Pie ,rhubarb strawberry cinnamon,4,0.94
Blueberry Lemon Cream Tarts ,graham vanilla lemon blueberry,3.5,0.85
Coconut Custard Pie ,vanilla coconut coconut vanilla,3.5,0.72
Rice Pudding with Fresh Pears and Honey ,pear pistachio honey,3,0.67
Yogurt-Lime Sorbet ,lime lime vanilla,4,0.1
Fig and Walnut Bostock ,walnut honey fig honey,0,0
Nana's Butter Cookies with Milk-Jam Filling ,vanilla vanilla,0,0
Chestnut Coffee Cake ,almond chestnut cocoa vanilla,2,0.5
Lemon-Souffle Pudding Cake ,lemon lemon blackberry,4,0.83
Raspberry Sundaes with Chocolate Sauce and Roasted Almonds ,chocolate honey raspberry lemon vanilla almond,4,0.1
Cantaloupe and Black Pepper Granita ,pepper,0,0
"Strawberry, Pomegranate, and Rose Petal Mess ",mascarpone rose strawberry raspberry honey pomegranate rose pomegranate,3,0.75
Frozen Yogurt with Poached Peaches ,honey lemon peach lemon pistachio,4,0.1
Peach-Tarragon Shortcake ,peach tarragon tarragon,3.5,0.6
Stone Fruit Cobbler ,plum brandy almond almond vanilla,3.5,0
"Red, White, and Blueberry Pie ",vanilla graham blueberry orange lemon vanilla strawberry,3.5,0.82
Grilled Zucchini Bread with Mascarpone and Berries ,zucchini mascarpone raspberry blueberry,0,0
Grilled Peaches with Black Pepper and Basil-Lime Syrup ,lime basil peach pepper,4,0.1
Roasted Rhubarb Coupe with Macadamia Crumble ,rhubarb vanilla vanilla vanilla lemon,0,0
"Yogurt with Fresh Figs, Honey, and Pine Nuts ",honey rose fig,4,0.1
Plum Tarts with Honey and Black Pepper ,peach pepper honey,4,0.1
Summer Berry-Coconut Milk Ice Pops ,strawberry blackberry cardamom coconut,3.5,0.83
Tangerine Crème Brûlée ,vanilla,4,0.1
Concord Grape Sorbet With Rosemary And Black Pepper ,grape honey rosemary,0,0
Cherry Buttermilk Clafoutis ,cherry almond vanilla ginger,2,0.31
Dairy-Free Lemon Crèmes With Oat-Thyme Crumble ,honey lemon lemon coconut vanilla oat almond thyme,0,0
Peanut Maple Fudge Bars ,cocoa chocolate peanut maple peanut,3,0.5
"Nectarine, Plum, and Raspberry Pie ",plum raspberry lemon,4,0.1
Blackberry-Tarragon Paletas ,blackberry lemon tarragon,4,0.1
Summer Fruit Crisp ,oat cherry orange orange pecan ginger cinnamon,3.5,0.1
Cucumber-Lime Paletas ,cucumber lime ginger,0,0
Raspberry-Melon Paletas ,raspberry lemon,0,0
Lemon Cake with Raspberries and Pistachios ,vanilla lemon lemon raspberry pistachio,3.5,0.91
Sour Cherry Pie ,almond lime cherry,3.5,0.8
Burmese Semolina Cake ,coconut coconut coconut,3,0.67
Brown Rice Porridge with Hazelnuts and Jam ,hazelnut almond vanilla peach,4,0.1
Banana Meringue Pudding ,vanilla vanilla banana,3,0
Almond-Crust Raspberry Cheesecake ,raspberry almond vanilla,3.5,0.1
Flourless Oatmeal Chocolate-Chunk Cookies ,oat vanilla chocolate,3.5,0.71
Very Chocolaty Chocolate Brownies ,chocolate coconut coffee vanilla walnut,3.5,0.88
Salted Crack Caramel ,vanilla chocolate,0,0
Honey-Hazelnut Financiers ,hazelnut vanilla honey,4,0.1
